#stokes,freq,ind,real,imag,eta
5,2692,51,0.000529,-0.000462,1
5,2692,52,0.000399,-0.000359,1
5,2692,53,-0.00083,0.000779,1
5,2692,54,0.001818,-0.001703,1
5,2692,55,0.000005,-0.000008,1
5,2692,56,0.000001,0,1
5,2692,57,0.000004,-0.000012,1
5,2692,58,0.00004,-0.000006,1
5,2692,59,-0.001921,0.00321,1
5,2692,60,0.00232,0.079817,1
5,2692,61,-0.009258,0.008623,1
5,2692,62,-0.000014,-0.002662,1
5,2692,63,0.000335,-0.000311,1
5,2692,64,0.000087,0.003657,1
5,2692,65,-0.000077,0.000072,1
5,2820,0,0.116615,-0.027663,1
5,2820,1,-0.14171,0.084991,1
5,2820,2,0.011374,-0.076355,1
5,2820,3,1.074641,-0.528234,1
5,2820,4,-0.142286,0.032673,1
5,2820,5,0.049484,-0.044004,1
5,2820,6,-0.004892,0.005273,1
5,2820,7,0.192675,-0.114317,1
5,2820,8,-0.007441,0.0666,1
5,2820,9,-0.005456,0.033669,1
5,2820,10,-1.948072,0.956836,1
5,2820,11,0.127611,-0.064355,1
5,2820,12,-0.018825,0.006315,1
5,2820,13,-0.080862,0.072145,1
5,2820,14,-0.000628,-0.000569,1
5,2820,15,-0.000252,0.000487,1
5,2820,16,0.010747,-0.011006,1
5,2820,17,0.034041,-0.022824,1
5,2820,18,-0.001024,0.008413,1
5,2820,19,-0.006508,0.016015,1
5,2820,20,0.000345,-0.000337,1
5,2820,21,-0.418372,0.20339,1
5,2820,22,-0.066383,0.033915,1
5,2820,23,-0.138457,0.067816,1
5,2820,24,0.025466,-0.00623,1
5,2820,25,-0.00055,-0.000054,1
5,2820,26,0.002765,0.000915,1
5,2820,27,0.000349,-0.000393,1
5,2820,28,0.000741,-0.000414,1
5,2820,29,-0.000708,-0.000509,1
5,2820,30,-0.002179,0.002144,1
5,2820,31,-0.071413,0.043177,1
5,2820,32,0.004826,-0.034341,1
5,2820,33,-0.000696,0.00581,1
5,2820,34,-0.000791,0.000262,1
5,2820,35,0.004027,-0.019363,1
5,2820,36,0.030228,-0.01451,1
5,2820,37,-0.02215,0.010722,1
5,2820,38,0.014802,-0.00719,1
5,2820,39,-0.017272,0.008296,1
5,2820,40,0.039331,-0.010132,1
5,2820,41,0.040745,-0.035995,1
5,2820,42,-0.000425,-0.000511,1
5,2820,43,0.001961,-0.001491,1
5,2820,44,0.000976,-0.00025,1
5,2820,45,-0.001128,0.000691,1
5,2820,46,0.002391,-0.001551,1
5,2820,47,-0.000593,0.000933,1
5,2820,48,-0.004166,0.004905,1
5,2820,49,-0.071634,0.044391,1
5,2820,50,0.005057,-0.033412,1
5,2820,51,0.001526,0.001264,1
5,2820,52,0.000649,-0.000738,1
5,2820,53,0.000762,-0.003632,1
5,2820,54,-0.001435,0.006643,1
5,2820,55,-0.000148,0.000069,1
5,2820,56,-0.000017,-0.000028,1
5,2820,57,-0.000216,0.000023,1
5,2820,58,-0.000497,-0.000047,1
5,2820,59,-0.005574,0.002516,1
5,2820,60,0.009182,-0.002548,1
