#stokes,freq,ind,real,imag
6,1168,38,-0.65412031,-1.64571077
6,1168,39,0.40348869,1.01440532
6,1168,40,-2.06821943,5.04796228
6,1168,41,-1.39062205,26.26824490
6,1168,42,8.79818427,-6.27675531
6,1168,43,15.63722928,-32.92322436
6,1168,44,2.59462311,-3.11712245
6,1168,45,2.81214665,-2.38657836
6,1168,46,0.48484984,-0.40408838
6,1168,47,-2.23624611,3.93902316
6,1168,48,-0.13339961,2.56198480
6,1168,49,-1.30021824,2.57163306
6,1168,50,0.78006026,-3.52513530
6,1168,51,-1.08664535,7.10738330
6,1168,52,-2.37467351,0.97413609
6,1168,53,7.92115788,-12.04701400
6,1168,54,-15.77122033,24.23076873
6,1168,55,0.42906690,1.91699792
6,1168,56,-0.41731325,-1.13891226
6,1168,57,0.15987490,1.07672726
6,1168,58,-0.23460552,-0.73712648
6,1168,59,0.05014424,0.39691867
6,1168,60,1.76160414,-3.33071994
6,1168,61,-0.06830093,-11.88776940
6,1168,62,-5.85914454,4.63778058
6,1168,63,-9.21422602,18.83676838
6,1168,64,-3.34195791,3.01408498
6,1168,65,-1.63246101,3.49846327
7,1168,0,-0.60652834,-0.42157421
7,1168,1,-1.83419355,0.97334808
7,1168,2,13.80243393,-39.04824735
7,1168,3,22.47323836,-6.65248989
7,1168,4,-7.80336356,8.45365371
7,1168,5,-18.62630250,48.29665659
